Rooms,Type,Price,Method,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude
3,h,1712000.0,S,4.6,3.0,1.0,1.0,342.0,130.0,1900.0,-37.814,145.0212
2,u,520000.0,PI,4.6,2.0,1.0,1.0,0.0,,,-37.8185,145.0235
1,u,480000.0,VB,4.6,1.0,1.0,1.0,0.0,50.0,1940.0,-37.8128,145.0171
2,u,630000.0,S,4.6,2.0,1.0,1.0,71.0,,,-37.8268,145.0267
4,h,3225000.0,S,4.6,4.0,2.0,2.0,665.0,220.0,1890.0,-37.814,145.0175
2,u,517000.0,S,4.6,2.0,1.0,1.0,0.0,,,-37.8261,145.0254
1,u,320000.0,VB,4.6,1.0,1.0,1.0,0.0,,,-37.827,145.0444
2,h,1828500.0,S,4.6,2.0,1.0,0.0,243.0,,1885.0,-37.8202,145.0409
1,u,400000.0,PI,4.6,1.0,1.0,1.0,0.0,41.0,1950.0,-37.8155,145.0161
4,u,1650000.0,VB,4.6,4.0,2.0,3.0,207.0,180.0,2002.0,-37.8271,145.0243
5,h,3950000.0,S,4.6,4.0,2.0,3.0,1236.0,340.0,1890.0,-37.8257,145.0321
2,u,587500.0,S,4.6,2.0,1.0,1.0,1099.0,72.0,1965.0,-37.8271,145.0347
2,u,560000.0,S,4.6,2.0,1.0,1.0,0.0,70.0,2013.0,-37.8268,145.0344
4,h,1936000.0,S,4.6,4.0,2.0,1.0,218.0,173.0,1890.0,-37.8142,145.0252
5,h,4250000.0,PI,4.6,5.0,4.0,3.0,1275.0,435.0,1930.0,-37.8291,145.0308
5,h,3500000.0,VB,4.6,5.0,1.0,3.0,740.0,5.0,,-37.8298,145.0355
2,u,487500.0,S,4.6,2.0,1.0,1.0,0.0,,,-37.814,145.02100000000004
3,u,630000.0,S,4.6,3.0,1.0,1.0,0.0,75.0,1970.0,-37.8153,145.02100000000004
3,h,1560000.0,PI,4.6,3.0,2.0,0.0,198.0,148.0,1910.0,-37.8169,145.0234
2,h,2265000.0,S,4.6,2.0,1.0,1.0,460.0,,,-37.8173,145.0248
3,u,840000.0,VB,4.6,3.0,2.0,2.0,0.0,88.0,2014.0,-37.8268,145.0344
3,h,1780000.0,SP,4.6,3.0,3.0,2.0,88.0,178.0,2011.0,-37.824,145.0427
2,u,605000.0,S,4.6,2.0,1.0,1.0,0.0,,,-37.8268,145.0257
2,u,535000.0,S,4.6,2.0,1.0,1.0,1228.0,,1970.0,-37.8185,145.0236
2,u,815000.0,PI,4.6,2.0,1.0,1.0,0.0,93.0,1940.0,-37.8184,145.0163
3,u,1975000.0,VB,4.6,3.0,2.0,1.0,0.0,196.0,2010.0,-37.8235,145.029
2,u,445000.0,PI,4.6,2.0,1.0,1.0,0.0,,1960.0,-37.8249,145.026
2,u,663000.0,S,4.6,2.0,1.0,1.0,0.0,,,-37.8166,145.0163
2,u,657500.0,S,4.6,2.0,1.0,1.0,728.0,73.0,1965.0,-37.8177,145.0424
4,h,5050000.0,VB,4.6,4.0,4.0,2.0,905.0,373.0,1913.0,-37.8168,145.0321
1,u,445000.0,S,4.6,1.0,1.0,1.0,0.0,52.0,1970.0,-37.8261,145.0269
2,u,750000.0,VB,4.6,2.0,1.0,1.0,747.0,,2007.0,-37.8287,145.035
3,h,1180000.0,S,4.6,3.0,1.0,3.0,218.0,92.0,1900.0,-37.8176,145.0204
2,u,470000.0,VB,4.6,2.0,1.0,1.0,0.0,70.0,1970.0,-37.813,145.0207
2,u,485000.0,VB,4.6,2.0,1.0,1.0,0.0,76.0,2005.0,-37.8226,145.0368
1,u,290000.0,S,4.6,1.0,1.0,1.0,1568.0,,,-37.8308,145.034
4,h,1800000.0,SP,4.6,3.0,2.0,4.0,601.0,158.0,1940.0,-37.839,145.0418
2,u,805000.0,S,4.6,2.0,1.0,1.0,0.0,,1970.0,-37.8235,145.0294
3,h,1855000.0,S,4.6,3.0,1.0,1.0,304.0,125.0,1900.0,-37.8253,145.0287
3,h,1377000.0,S,4.6,3.0,1.0,2.0,314.0,,1890.0,-37.8202,145.0404
2,u,665000.0,S,4.6,2.0,1.0,3.0,0.0,70.0,1965.0,-37.8183,145.0194
2,u,751000.0,S,4.6,2.0,1.0,1.0,711.0,,,-37.8144,145.0328
3,h,1551000.0,S,4.6,3.0,1.0,1.0,199.0,103.0,1890.0,-37.8172,145.0243
1,u,415000.0,S,4.6,1.0,1.0,1.0,0.0,,,-37.8192,145.0221
2,u,743000.0,S,4.6,2.0,1.0,2.0,0.0,,,-37.8249,145.0405
2,h,1535000.0,S,4.6,2.0,1.0,0.0,243.0,,,-37.8198,145.0245
2,u,612500.0,S,4.6,2.0,1.0,1.0,859.0,71.0,1960.0,-37.8183,145.0423
3,h,2410000.0,S,4.6,3.0,2.0,0.0,249.0,171.0,1890.0,-37.8169,145.02100000000004
2,u,690000.0,S,4.6,2.0,1.0,1.0,82.0,,,-37.81800000000001,145.0268
2,u,695000.0,S,4.6,2.0,1.0,1.0,3194.0,,,-37.8305,145.0341
2,u,715000.0,S,4.6,2.0,1.0,1.0,0.0,82.0,2001.0,-37.8142,145.0308
3,h,2375000.0,VB,4.6,3.0,2.0,2.0,472.0,,,-37.8171,145.0252
3,h,1980000.0,S,4.6,3.0,2.0,1.0,151.0,,,-37.8219,145.0241
2,t,1055000.0,S,4.6,2.0,2.0,1.0,191.0,151.0,1975.0,-37.813,145.0167
4,h,1976000.0,S,4.6,4.0,2.0,2.0,410.0,275.0,1890.0,-37.8246,145.026
1,u,382000.0,SP,4.6,1.0,1.0,1.0,0.0,,,-37.8339,145.0335
1,u,499000.0,S,4.6,1.0,1.0,1.0,0.0,56.0,1960.0,-37.8158,145.0342
2,u,495000.0,S,4.6,2.0,1.0,1.0,0.0,85.0,1970.0,-37.8157,145.0273
5,h,3750000.0,PI,4.6,5.0,3.0,2.0,827.0,344.0,1920.0,-37.8144,145.0279
3,h,1400000.0,PI,4.6,3.0,2.0,1.0,164.0,126.0,1890.0,-37.8159,145.0219
1,u,370000.0,PI,4.6,1.0,1.0,1.0,0.0,44.0,2014.0,-37.8222,145.0329
2,u,627500.0,S,4.6,2.0,2.0,2.0,0.0,89.0,2000.0,-37.8213,145.0224
2,u,710000.0,S,4.6,2.0,2.0,1.0,0.0,,,-37.8264,145.02700000000004
1,u,485000.0,S,4.6,2.0,1.0,1.0,0.0,,,-37.8264,145.02700000000004
1,u,310000.0,VB,4.6,1.0,1.0,1.0,0.0,,,-37.8216,145.0343
3,h,3120000.0,S,4.6,2.0,1.0,4.0,677.0,,,-37.8224,145.0243
2,u,450000.0,VB,4.6,2.0,1.0,1.0,0.0,,1970.0,-37.8186,145.0423
3,h,2160000.0,S,4.6,3.0,2.0,2.0,387.0,,1910.0,-37.82,145.0421
2,h,815000.0,SP,10.5,2.0,1.0,2.0,589.0,120.0,1930.0,-37.7501,145.0505
3,h,720000.0,S,10.5,3.0,1.0,0.0,505.0,,,-37.7375,145.0555
4,h,1370000.0,S,10.5,4.0,2.0,4.0,481.0,,,-37.746,145.0511
2,h,757000.0,S,10.5,2.0,2.0,2.0,275.0,,,-37.7494,145.0538
3,h,740600.0,S,10.5,3.0,2.0,2.0,337.0,,,-37.7375,145.0586
3,h,580000.0,VB,10.5,2.0,1.0,1.0,577.0,,,-37.7428,145.0532
2,t,565000.0,S,10.5,2.0,2.0,1.0,201.0,107.0,2007.0,-37.7426,145.0556
5,h,1587500.0,S,10.5,4.0,5.0,2.0,599.0,,2013.0,-37.7521,145.0505
4,h,758500.0,S,10.5,2.0,2.0,3.0,510.0,,,-37.7427,145.0547
3,h,994000.0,S,10.5,3.0,2.0,2.0,807.0,192.0,1950.0,-37.7453,145.0559
3,h,725000.0,SP,10.5,3.0,2.0,1.0,665.0,,,-37.7505,145.0477
2,h,725000.0,S,10.5,2.0,1.0,3.0,577.0,,1955.0,-37.7368,145.0524
3,h,743000.0,S,10.5,3.0,1.0,0.0,673.0,,1950.0,-37.7428,145.0494
3,h,785000.0,S,10.5,3.0,1.0,0.0,592.0,130.0,1950.0,-37.7477,145.0481
3,t,620000.0,VB,10.5,3.0,2.0,2.0,215.0,118.0,2005.0,-37.7424,145.0519
2,h,700000.0,VB,10.5,3.0,2.0,1.0,608.0,,,-37.7376,145.0488
3,t,706750.0,S,10.5,3.0,2.0,2.0,250.0,125.0,2012.0,-37.7449,145.0523
2,h,584000.0,S,10.5,2.0,1.0,1.0,428.0,84.0,1950.0,-37.7418,145.0513
3,h,909000.0,S,10.5,3.0,2.0,2.0,585.0,134.0,1960.0,-37.7358,145.0546
4,h,1086000.0,S,10.5,4.0,2.0,2.0,724.0,161.0,1960.0,-37.7404,145.0582
2,h,680000.0,S,10.5,2.0,1.0,1.0,605.0,78.0,1950.0,-37.7365,145.0545
2,u,440000.0,VB,10.5,2.0,1.0,2.0,281.0,,1970.0,-37.7429,145.0519
2,h,650000.0,S,10.5,2.0,1.0,3.0,620.0,85.0,1950.0,-37.7377,145.0541
5,h,890000.0,S,10.5,5.0,2.0,2.0,596.0,172.0,1972.0,-37.7487,145.0522
3,h,650000.0,S,10.5,3.0,1.0,2.0,582.0,90.0,1955.0,-37.7422,145.05
3,h,659500.0,SP,10.5,3.0,1.0,1.0,608.0,,,-37.7361,145.0551
3,h,725000.0,S,10.5,3.0,1.0,2.0,580.0,,,-37.738,145.0563
2,u,605000.0,S,10.5,2.0,1.0,1.0,166.0,87.0,2008.0,-37.7416,145.0567
8,h,770000.0,VB,10.5,8.0,4.0,4.0,638.0,115.0,1960.0,-37.7426,145.048
3,h,950000.0,S,10.5,3.0,1.0,2.0,800.0,118.0,1960.0,-37.7406,145.0483
4,h,856000.0,S,10.5,4.0,1.0,2.0,722.0,208.0,1975.0,-37.7477,145.0565
3,h,600000.0,VB,10.5,3.0,2.0,2.0,251.0,200.0,2012.0,-37.7358,145.0559
2,u,450000.0,SP,10.5,2.0,1.0,1.0,0.0,82.0,,-37.7359,145.0563
2,h,1060000.0,S,10.5,2.0,1.0,0.0,837.0,,,-37.7389,145.053
3,h,850000.0,S,10.5,3.0,1.0,1.0,590.0,,,-37.7483,145.0479
2,h,510000.0,SP,10.5,2.0,1.0,2.0,244.0,,,-37.7421,145.0491
3,h,1100000.0,SP,10.5,3.0,1.0,0.0,613.0,,1925.0,-37.7532,145.0554
3,h,915000.0,S,10.5,3.0,1.0,1.0,748.0,101.0,1950.0,-37.7416,145.0481
2,u,400000.0,PI,10.5,2.0,1.0,1.0,127.0,83.0,1970.0,-37.747,145.0575
2,h,526000.0,S,10.5,2.0,1.0,1.0,310.0,,1994.0,-37.7389,145.0486
2,h,570000.0,S,10.5,2.0,1.0,3.0,428.0,,,-37.7355,145.0573
3,h,550000.0,VB,10.5,3.0,1.0,1.0,420.0,90.0,1960.0,-37.7363,145.0506
2,h,510000.0,SP,10.5,2.0,1.0,1.0,174.0,,,-37.7433,145.0545
2,h,590000.0,S,10.5,2.0,1.0,2.0,586.0,80.0,1955.0,-37.7435,145.0486
2,h,920000.0,S,10.5,2.0,1.0,3.0,932.0,97.0,1950.0,-37.7333,145.0588
2,h,460000.0,VB,10.5,2.0,1.0,2.0,508.0,79.0,1955.0,-37.7428,145.0557
3,h,662500.0,S,10.5,3.0,1.0,4.0,552.0,,,-37.7379,145.0514
4,h,1000500.0,S,10.5,4.0,2.0,1.0,592.0,191.0,1950.0,-37.7478,145.0477
3,h,631000.0,S,10.5,3.0,1.0,1.0,596.0,99.0,1960.0,-37.7432,145.0479
5,h,765000.0,S,9.4,3.0,2.0,2.0,415.0,,,-37.7354,145.0381
3,h,691000.0,S,9.4,2.0,1.0,2.0,624.0,86.0,1965.0,-37.7456,145.0397
3,h,560000.0,SP,9.4,3.0,1.0,1.0,523.0,87.0,1960.0,-37.7369,145.0376
2,h,735000.0,SP,9.4,2.0,1.0,3.0,602.0,,,-37.7455,145.0452
3,h,830000.0,S,9.4,3.0,2.0,0.0,643.0,,,-37.737,145.0364
3,h,330000.0,S,9.4,3.0,1.0,1.0,468.0,,,-37.7357,145.0413
1,h,405000.0,S,9.4,1.0,1.0,2.0,374.0,,,-37.7359,145.03799999999995
2,t,370000.0,VB,9.4,2.0,1.0,1.0,100.0,90.0,2013.0,-37.7383,145.036
3,h,532000.0,S,9.4,3.0,1.0,1.0,390.0,86.0,1955.0,-37.7369,145.0422
3,h,740000.0,S,9.4,3.0,2.0,1.0,627.0,,1960.0,-37.747,145.0402
2,h,686000.0,S,9.4,2.0,1.0,2.0,650.0,,,-37.7446,145.0404
2,h,501500.0,S,9.4,2.0,1.0,2.0,538.0,,,-37.7405,145.0365
3,h,525500.0,S,9.4,3.0,1.0,1.0,605.0,,,-37.7344,145.0404
3,h,525000.0,S,9.4,3.0,1.0,2.0,192.0,,1970.0,-37.7409,145.0398
3,h,710000.0,S,9.4,3.0,1.0,1.0,594.0,107.0,,-37.7385,145.0409
3,h,808000.0,S,9.4,3.0,1.0,0.0,649.0,,,-37.7386,145.0441
3,h,652000.0,S,9.4,3.0,1.0,0.0,589.0,,,-37.7356,145.0448
2,h,515500.0,S,9.4,2.0,1.0,1.0,331.0,111.0,1960.0,-37.7441,145.0379
3,h,800000.0,S,9.4,3.0,1.0,3.0,633.0,88.0,1950.0,-37.746,145.0422
2,h,450000.0,S,9.4,2.0,1.0,2.0,418.0,,1960.0,-37.7392,145.0425
3,h,605000.0,PI,9.4,1.0,2.0,4.0,0.0,,,-37.7391,145.0427
2,h,620000.0,PI,9.4,2.0,1.0,2.0,668.0,88.0,1950.0,-37.7389,145.0393
2,h,497500.0,SP,9.4,2.0,1.0,2.0,708.0,,,-37.7443,145.0454
2,u,360000.0,SP,9.4,2.0,1.0,1.0,89.0,85.0,1970.0,-37.7444,145.047
2,h,440500.0,S,9.4,2.0,1.0,1.0,368.0,81.0,1955.0,-37.7341,145.0434
4,h,758000.0,S,9.4,4.0,1.0,1.0,632.0,152.0,1955.0,-37.7466,145.0428
3,h,690500.0,S,9.4,3.0,1.0,2.0,605.0,,,-37.7386,145.0447
2,h,752000.0,S,9.4,2.0,1.0,0.0,627.0,,,-37.7469,145.0399
2,h,777000.0,S,9.4,2.0,1.0,0.0,649.0,,,-37.7443,145.0452
2,h,680000.0,PI,9.4,2.0,1.0,1.0,591.0,,,-37.7385,145.0387
3,h,480000.0,PI,9.4,3.0,1.0,1.0,338.0,13.0,1980.0,-37.739,145.0481
4,h,715000.0,S,9.4,4.0,2.0,2.0,521.0,196.0,1990.0,-37.738,145.0374
2,h,520000.0,VB,9.4,2.0,1.0,2.0,594.0,,,-37.7471,145.0427
3,h,646250.0,S,9.4,3.0,1.0,2.0,616.0,18.0,1965.0,-37.747,145.0389
3,h,1375000.0,PI,9.4,3.0,1.0,1.0,368.0,106.0,1960.0,-37.7344,145.04399999999995
3,h,722000.0,S,9.4,3.0,1.0,2.0,593.0,99.0,1950.0,-37.7386,145.0387
2,h,715000.0,S,9.4,2.0,1.0,3.0,609.0,,,-37.7415,145.0391
1,h,636000.0,S,9.4,1.0,1.0,1.0,588.0,,,-37.7454,145.0397
2,h,590000.0,S,9.4,2.0,1.0,2.0,586.0,,,-37.7418,145.0464
4,h,820000.0,S,9.4,4.0,2.0,2.0,608.0,,,-37.7437,145.0402
2,h,725000.0,S,9.4,2.0,1.0,3.0,632.0,77.0,1960.0,-37.7443,145.0462
2,h,705000.0,S,9.4,2.0,1.0,1.0,583.0,,,-37.7352,145.0449
3,h,710000.0,S,9.4,3.0,2.0,4.0,1.0,,,-37.7411,145.0394
2,h,415000.0,SP,9.4,2.0,1.0,1.0,422.0,,,-37.7343,145.04399999999995
3,h,392000.0,S,9.4,3.0,1.0,2.0,372.0,,,-37.7383,145.0414
3,h,961000.0,S,9.4,3.0,1.0,2.0,1179.0,,,-37.7411,145.0468
3,h,507000.0,PI,9.4,3.0,1.0,1.0,536.0,,,-37.7403,145.0365
3,h,465000.0,S,9.4,2.0,1.0,1.0,413.0,85.0,1960.0,-37.7399,145.0369
3,h,675000.0,SP,9.4,3.0,1.0,2.0,665.0,,,-37.739,145.0451
2,h,1550000.0,S,13.0,2.0,1.0,1.0,732.0,97.0,1950.0,-37.8931,145.0791
2,u,516000.0,S,13.0,2.0,1.0,1.0,0.0,76.0,1970.0,-37.8967,145.0858
3,h,1340000.0,S,13.0,3.0,1.0,1.0,705.0,128.0,1920.0,-37.8994,145.0816
3,u,855000.0,S,13.0,3.0,1.0,2.0,0.0,,,-37.8909,145.0807
3,h,1316000.0,S,13.0,2.0,1.0,2.0,715.0,126.0,1949.0,-37.9072,145.0762
3,t,828000.0,S,13.0,3.0,2.0,1.0,206.0,118.0,2002.0,-37.8966,145.0863
3,h,1055000.0,S,13.0,3.0,1.0,1.0,562.0,97.0,1930.0,-37.9022,145.0811
2,u,623000.0,S,13.0,2.0,1.0,1.0,101.0,90.0,1970.0,-37.8988,145.0781
4,h,2120000.0,S,13.0,4.0,2.0,2.0,847.0,315.0,1925.0,-37.8927,145.0781
4,h,1745000.0,S,13.0,4.0,2.0,1.0,547.0,185.0,1925.0,-37.9002,145.0768
4,h,1700000.0,S,13.0,4.0,2.0,2.0,545.0,180.0,1940.0,-37.9002,145.0773
2,u,420000.0,VB,13.0,2.0,1.0,1.0,0.0,70.0,2010.0,-37.9008,145.0859
2,u,375500.0,S,13.0,2.0,1.0,1.0,0.0,,1970.0,-37.8934,145.0853
3,h,1350000.0,S,13.0,3.0,1.0,2.0,698.0,,,-37.8982,145.0806
4,h,900000.0,S,13.0,1.0,1.0,1.0,369.0,,,-37.9054,145.0857
2,h,1262000.0,S,13.0,2.0,1.0,1.0,546.0,,,-37.9003,145.0777
4,h,1337000.0,S,13.0,4.0,1.0,2.0,696.0,100.0,1930.0,-37.8991,145.0804
2,u,455000.0,S,13.0,2.0,1.0,2.0,0.0,60.0,1960.0,-37.8942,145.0867
2,u,400000.0,PI,13.0,2.0,1.0,1.0,100.0,88.0,1975.0,-37.8945,145.0876
2,u,648000.0,S,13.0,2.0,1.0,1.0,0.0,,,-37.9014,145.0824
3,h,1210000.0,S,13.0,3.0,1.0,2.0,730.0,122.0,1940.0,-37.9034,145.0796
4,h,1167500.0,S,13.0,3.0,2.0,1.0,678.0,184.0,1950.0,-37.898,145.0815
3,t,900000.0,S,13.0,3.0,2.0,1.0,360.0,154.0,1975.0,-37.8937,145.0779
4,h,1322000.0,S,13.0,3.0,2.0,4.0,738.0,,,-37.8996,145.076
2,h,677500.0,PI,13.0,2.0,1.0,4.0,575.0,83.0,1950.0,-37.9084,145.0775
2,u,480000.0,VB,7.9,2.0,1.0,1.0,0.0,,,-37.77,145.0472
2,u,430000.0,VB,7.9,2.0,1.0,1.0,0.0,,1970.0,-37.7662,145.0516
1,u,460000.0,SP,7.9,1.0,1.0,0.0,75.0,,1970.0,-37.7759,145.043
4,h,1601000.0,S,7.9,4.0,3.0,2.0,610.0,,,-37.7662,145.04
4,h,2265000.0,S,7.9,4.0,2.0,2.0,925.0,208.0,1925.0,-37.7652,145.041
3,h,1680000.0,VB,7.9,3.0,2.0,2.0,665.0,,,-37.7714,145.0455
2,u,440000.0,SP,7.9,2.0,1.0,0.0,0.0,,1960.0,-37.7711,145.047
4,h,2350000.0,S,7.9,4.0,2.0,2.0,638.0,,,-37.7641,145.0501
3,t,962000.0,S,7.9,3.0,2.0,1.0,108.0,,,-37.7668,145.0434
3,h,981000.0,S,7.9,5.0,3.0,2.0,626.0,378.0,2016.0,-37.76,145.0326
4,h,2400000.0,S,7.9,0.0,2.0,2.0,1252.0,201.0,1920.0,-37.7727,145.0484
3,t,890000.0,S,7.9,3.0,2.0,2.0,249.0,140.0,2005.0,-37.766,145.0345
2,u,490000.0,S,7.9,2.0,1.0,1.0,0.0,,1960.0,-37.7669,145.0505
2,u,739000.0,S,7.9,2.0,1.0,1.0,648.0,91.0,1965.0,-37.7702,145.0493
3,h,1340000.0,S,7.9,2.0,1.0,1.0,571.0,,,-37.7614,145.0433
3,h,785000.0,S,7.9,3.0,2.0,0.0,399.0,110.0,1950.0,-37.7551,145.05
3,h,1155000.0,S,7.9,3.0,1.0,2.0,537.0,170.0,1945.0,-37.7773,145.0379
4,h,1300000.0,S,7.9,4.0,1.0,1.0,586.0,,,-37.7726,145.0396
2,h,1020000.0,S,7.9,2.0,1.0,1.0,557.0,78.0,1955.0,-37.7568,145.0355
3,h,1796000.0,S,7.9,3.0,1.0,1.0,614.0,,,-37.7768,145.0409
2,h,790000.0,S,7.9,2.0,1.0,1.0,221.0,,,-37.7654,145.036
3,h,1465000.0,S,7.9,3.0,1.0,2.0,630.0,126.0,1960.0,-37.7635,145.039
3,t,855000.0,S,7.9,3.0,2.0,2.0,0.0,130.0,1980.0,-37.765,145.0422
2,u,705000.0,S,7.9,2.0,1.0,1.0,94.0,,,-37.7679,145.0452
2,u,504000.0,S,7.9,2.0,1.0,1.0,0.0,,,-37.7712,145.0455
1,u,413000.0,S,7.9,1.0,1.0,1.0,845.0,59.0,1960.0,-37.7591,145.0501
3,t,1010000.0,S,7.9,3.0,2.0,2.0,314.0,,2003.0,-37.7554,145.0516
3,h,1220000.0,S,7.9,3.0,1.0,1.0,687.0,110.0,1975.0,-37.7634,145.0361
3,h,1605000.0,S,7.9,3.0,2.0,2.0,608.0,165.0,1920.0,-37.7702,145.0398
2,u,587000.0,S,7.9,2.0,1.0,1.0,721.0,78.0,1960.0,-37.7634,145.0406
2,u,475000.0,SP,7.9,2.0,1.0,1.0,0.0,,1960.0,-37.7707,145.0471
3,h,1075000.0,S,7.9,3.0,1.0,2.0,677.0,,1950.0,-37.7616,145.0322
2,u,465000.0,S,7.9,2.0,1.0,1.0,795.0,,1970.0,-37.7744,145.0415
2,t,610000.0,VB,7.9,2.0,1.0,1.0,277.0,,,-37.7577,145.0358
2,u,690000.0,S,7.9,2.0,1.0,1.0,103.0,83.0,,-37.7671,145.0408
3,h,1535000.0,S,7.9,3.0,1.0,2.0,691.0,140.0,1950.0,-37.7674,145.0392
4,h,1470000.0,VB,7.9,4.0,2.0,1.0,694.0,217.0,1950.0,-37.7565,145.0506
3,h,1486000.0,S,7.9,3.0,1.0,2.0,645.0,158.0,1930.0,-37.7634,145.0439
1,u,420000.0,SP,7.9,1.0,1.0,1.0,55.0,,1970.0,-37.7772,145.0414
3,t,750000.0,S,7.9,3.0,1.0,1.0,110.0,,1990.0,-37.765,145.0407
2,u,460000.0,VB,7.9,2.0,0.0,0.0,0.0,,,-37.7662,145.0516
4,h,1615000.0,S,7.9,5.0,2.0,3.0,758.0,,,-37.7668,145.03799999999995
5,h,1730000.0,S,7.9,4.0,2.0,2.0,689.0,292.0,2007.0,-37.7591,145.04
2,t,779000.0,S,7.9,3.0,1.0,2.0,152.0,,1970.0,-37.7635,145.0464
3,h,1850000.0,S,7.9,3.0,2.0,2.0,684.0,232.0,2000.0,-37.7659,145.0392
2,h,1910000.0,S,7.9,2.0,1.0,2.0,760.0,,,-37.7784,145.0394
5,h,2600000.0,S,7.9,5.0,3.0,1.0,1006.0,411.0,1920.0,-37.7765,145.0427
2,u,500000.0,PI,7.9,2.0,1.0,1.0,71.0,70.0,1960.0,-37.7634,145.0406
3,h,950000.0,VB,7.9,3.0,3.0,2.0,290.0,,,-37.7601,145.0363
2,u,450000.0,S,7.9,2.0,1.0,1.0,0.0,,,-37.759,145.047
3,h,1102000.0,S,7.9,3.0,1.0,1.0,597.0,115.0,1950.0,-37.7645,145.0314
3,h,1275000.0,VB,7.9,3.0,2.0,2.0,834.0,169.0,1950.0,-37.7587,145.0426
3,h,1065000.0,S,7.9,3.0,1.0,1.0,596.0,,,-37.7581,145.0371
2,t,785000.0,S,7.9,2.0,2.0,1.0,124.0,135.0,2010.0,-37.7618,145.0287
3,h,1223500.0,S,7.9,3.0,2.0,2.0,721.0,136.0,1980.0,-37.758,145.0408
2,u,845000.0,S,7.9,2.0,2.0,2.0,147.0,,1980.0,-37.7679,145.0467
4,h,1720000.0,S,7.9,4.0,2.0,3.0,631.0,233.0,1935.0,-37.7771,145.0448
3,h,1225000.0,SP,7.9,3.0,1.0,1.0,572.0,130.0,1930.0,-37.7709,145.0425
2,u,630000.0,S,7.9,2.0,1.0,1.0,199.0,,,-37.7666,145.0356
4,h,1460000.0,S,7.9,4.0,1.0,2.0,605.0,181.0,1940.0,-37.7707,145.0467
1,u,421000.0,SP,7.9,1.0,1.0,1.0,0.0,58.0,1992.0,-37.7753,145.0419
4,h,2090000.0,S,7.9,4.0,3.0,2.0,608.0,315.0,1980.0,-37.7705,145.0396
4,h,1758000.0,S,7.9,4.0,2.0,2.0,650.0,,,-37.7607,145.0456
3,t,700000.0,S,7.9,3.0,2.0,1.0,189.0,110.0,1990.0,-37.7661,145.0354
5,h,1420000.0,S,7.9,5.0,3.0,1.0,455.0,,2006.0,-37.7653,145.0392
3,t,550000.0,PI,7.9,3.0,1.0,1.0,139.0,,1970.0,-37.757,145.0382
4,h,2595000.0,S,7.9,4.0,3.0,3.0,719.0,407.0,2007.0,-37.7815,145.0403
2,t,710000.0,PI,7.9,2.0,1.0,1.0,134.0,120.0,2012.0,-37.7582,145.034
3,u,650000.0,PI,7.9,3.0,2.0,2.0,0.0,96.0,2000.0,-37.7694,145.0406
1,u,385000.0,SP,7.9,1.0,1.0,1.0,0.0,,1970.0,-37.7638,145.0458
4,h,740000.0,SP,15.0,4.0,2.0,2.0,558.0,,,-37.7311,144.8257
4,h,500000.0,S,15.0,4.0,2.0,2.0,579.0,,,-37.7359,144.8251
3,h,365000.0,SP,15.0,3.0,1.0,0.0,543.0,,,-37.7367,144.82399999999996
4,h,570000.0,S,15.0,4.0,2.0,2.0,558.0,,,-37.7369,144.8252
3,h,515000.0,S,15.0,3.0,1.0,4.0,597.0,114.0,1975.0,-37.7392,144.8241
4,h,1095000.0,S,15.0,4.0,3.0,5.0,654.0,414.0,,-37.7392,144.8299
3,h,582000.0,SP,15.0,3.0,2.0,4.0,530.0,186.0,1980.0,-37.7375,144.8282
3,h,545000.0,SP,15.0,3.0,2.0,2.0,570.0,163.0,1980.0,-37.7367,144.8246
3,h,461000.0,S,15.0,3.0,1.0,0.0,534.0,,,-37.7294,144.8216
4,h,751000.0,S,15.0,4.0,2.0,2.0,649.0,305.0,2000.0,-37.7382,144.8292
4,h,500000.0,SP,15.0,4.0,1.0,2.0,574.0,100.0,1985.0,-37.7336,144.8226
4,h,560000.0,SP,15.0,4.0,2.0,2.0,612.0,155.0,1980.0,-37.7378,144.8264
3,h,320000.0,VB,15.0,3.0,2.0,1.0,119.0,,,-37.7328,144.8194
3,h,450000.0,SP,15.0,3.0,1.0,2.0,548.0,,,-37.7334,144.8254
3,h,703000.0,S,12.8,3.0,2.0,2.0,683.0,200.0,1995.0,-37.7402,144.8591
3,h,650000.0,SP,12.8,3.0,1.0,1.0,538.0,104.0,1970.0,-37.7441,144.8503
3,t,770000.0,SP,12.8,3.0,2.0,1.0,331.0,201.0,2010.0,-37.7325,144.8621
3,t,480000.0,S,12.8,3.0,2.0,1.0,184.0,,2012.0,-37.7424,144.8639
3,h,590000.0,S,12.8,3.0,1.0,2.0,610.0,,1974.0,-37.7455,144.8484
4,h,900000.0,S,12.8,4.0,2.0,1.0,289.0,125.0,2011.0,-37.7506,144.8689
3,h,935000.0,S,12.8,3.0,1.0,2.0,662.0,,,-37.738,144.869
3,h,700000.0,VB,12.8,3.0,2.0,2.0,288.0,116.0,1999.0,-37.7514,144.8731
3,h,675000.0,S,12.8,3.0,2.0,1.0,549.0,,,-37.7496,144.8589
4,h,816000.0,S,12.8,4.0,2.0,1.0,540.0,188.0,1978.0,-37.7482,144.877
4,h,845000.0,S,12.8,3.0,1.0,1.0,622.0,126.0,1965.0,-37.7425,144.8683
